"province_th","district_th"
"สกลนคร","โพนนาแก้ว"
"สกลนคร","กุดบาก"
"สกลนคร","กุสุมาลย์"
"สกลนคร","คำตากล้า"
"สกลนคร","นิคมน้ำอูน"
"สกลนคร","บ้านม่วง"
"สกลนคร","พรรณานิคม"
"สกลนคร","พังโคน"
"สกลนคร","ภูพาน"
"สกลนคร","วานรนิวาส"
"สกลนคร","วาริชภูมิ"
"สกลนคร","สว่างแดนดิน"
"สกลนคร","ส่องดาว"
"สกลนคร","อากาศอำนวย"
"สงขลา","เทพา"
"สงขลา","เมืองสงขลา"
"สงขลา","กระแสสินธุ์"
"สงขลา","คลองหอยโข่ง"
"สงขลา","ควนเนียง"
"สงขลา","จะนะ"
"สงขลา","นาทวี"
"สงขลา","นาหม่อม"
"สงขลา","บางกล่ำ"
"สงขลา","ระโนด"
"สงขลา","รัตภูมิ"
"สงขลา","สทิงพระ"
"สงขลา","สะเดา"
"สงขลา","สะบ้าย้อย"
"สงขลา","สิงหนคร"
"สงขลา","หาดใหญ่"
"สตูล","เมืองสตูล"
"สตูล","ควนโดน"
"สตูล","ควนกาหลง"
"สตูล","ท่าแพ"
"สตูล","ทุ่งหว้า"
"สตูล","มะนัง"
"สตูล","ละงู"
"สมุทรปราการ","เมืองสมุทรปราการ"
"สมุทรปราการ","บางเสาธง"
"สมุทรปราการ","บางบ่อ"
"สมุทรปราการ","บางพลี"
"สมุทรปราการ","พระประแดง"
"สมุทรปราการ","พระสมุทรเจดีย์"
"สมุทรสงคราม","เมืองสมุทรสงคราม"
"สมุทรสงคราม","บางคนที"
"สมุทรสงคราม","อัมพวา"
"สมุทรสาคร","เมืองสมุทรสาคร"
"สมุทรสาคร","กระทุ่มแบน"
"สมุทรสาคร","บ้านแพ้ว"
"สระแก้ว","เขาฉกรรจ์"
"สระแก้ว","เมืองสระแก้ว"
"สระแก้ว","โคกสูง"
"สระแก้ว","คลองหาด"
"สระแก้ว","ตาพระยา"
"สระแก้ว","วังน้ำเย็น"
"สระแก้ว","วังสมบูรณ์"
"สระแก้ว","วัฒนานคร"
"สระแก้ว","อรัญประเทศ"
"สระบุรี","เฉลิมพระเกียรติ"
"สระบุรี","เมืองสระบุรี"
"สระบุรี","เสาไห้"
"สระบุรี","แก่งคอย"
"สระบุรี","ดอนพุด"
"สระบุรี","บ้านหมอ"
"สระบุรี","พระพุทธบาท"
"สระบุรี","มวกเหล็ก"
"สระบุรี","วังม่วง"
"สระบุรี","วิหารแดง"
"สระบุรี","หนองแค"
"สระบุรี","หนองแซง"
"สระบุรี","หนองโดน"
"สิงห์บุรี","เมืองสิงห์บุรี"
"สิงห์บุรี","ค่ายบางระจัน"
"สิงห์บุรี","ท่าช้าง"
"สิงห์บุรี","บางระจัน"
"สิงห์บุรี","พรหมบุรี"
"สิงห์บุรี","อินทร์บุรี"
"สุโขทัย","เมืองสุโขทัย"
"สุโขทัย","กงไกรลาศ"
"สุโขทัย","คีรีมาศ"
"สุโขทัย","ทุ่งเสลี่ยม"
"สุโขทัย","บ้านด่านลานหอย"
"สุโขทัย","ศรีนคร"
"สุโขทัย","ศรีสัชนาลัย"
"สุโขทัย","ศรีสำโรง"
"สุโขทัย","สวรรคโลก"
"สุพรรณบุรี","เดิมบางนางบวช"
"สุพรรณบุรี","เมืองสุพรรณบุรี"
"สุพรรณบุรี","ดอนเจดีย์"
"สุพรรณบุรี","ด่านช้าง"
"สุพรรณบุรี","บางปลาม้า"
"สุพรรณบุรี","ศรีประจันต์"
"สุพรรณบุรี","สองพี่น้อง"
"สุพรรณบุรี","สามชุก"
"สุพรรณบุรี","หนองหญ้าไซ"
"สุพรรณบุรี","อู่ทอง"
"สุราษฎร์ธานี","เกาะพะงัน"
"สุราษฎร์ธานี","เกาะสมุย"
"สุราษฎร์ธานี","เคียนซา"
"สุราษฎร์ธานี","เมืองสุราษฎร์ธานี"
"สุราษฎร์ธานี","เวียงสระ"
"สุราษฎร์ธานี","ไชยา"
"สุราษฎร์ธานี","กาญจนดิษฐ์"
"สุราษฎร์ธานี","คีรีรัฐนิคม"
"สุราษฎร์ธานี","ชัยบุรี"
"สุราษฎร์ธานี","ดอนสัก"
"สุราษฎร์ธานี","ท่าฉาง"
"สุราษฎร์ธานี","ท่าชนะ"
"สุราษฎร์ธานี","บ้านตาขุน"
"สุราษฎร์ธานี","บ้านนาเดิม"
"สุราษฎร์ธานี","บ้านนาสาร"
"สุราษฎร์ธานี","พนม"
"สุราษฎร์ธานี","พระแสง"
"สุราษฎร์ธานี","พุนพิน"
"สุราษฎร์ธานี","วิภาวดี"
"สุรินทร์","เขวาสินรินทร์"
"สุรินทร์","เมืองสุรินทร์"
"สุรินทร์","โนนนารายณ์"
"สุรินทร์","กาบเชิง"
"สุรินทร์","จอมพระ"
"สุรินทร์","ชุมพลบุรี"
"สุรินทร์","ท่าตูม"
"สุรินทร์","บัวเชด"
"สุรินทร์","ปราสาท"
"สุรินทร์","พนมดงรัก"
"สุรินทร์","รัตนบุรี"
"สุรินทร์","ลำดวน"
"สุรินทร์","ศรีณรงค์"
"สุรินทร์","ศีขรภูมิ"
"สุรินทร์","สนม"
"สุรินทร์","สังขะ"
"สุรินทร์","สำโรงทาบ"
"หนองคาย","เฝ้าไร่"
"หนองคาย","เมืองหนองคาย"
"หนองคาย","โพธิ์ตาก"
"หนองคาย","โพนพิสัย"
"หนองคาย","ท่าบ่อ"
"หนองคาย","รัตนวาปี"
"หนองคาย","ศรีเชียงใหม่"
"หนองคาย","สระใคร"
"หนองคาย","สังคม"
"หนองบัวลำภู","เมืองหนองบัวลำภู"
"หนองบัวลำภู","โนนสัง"
"หนองบัวลำภู","นากลาง"
"หนองบัวลำภู","นาวัง"
"หนองบัวลำภู","ศรีบุญเรือง"
"หนองบัวลำภู","สุวรรณคูหา"
"อ่างทอง","เมืองอ่างทอง"
"อ่างทอง","แสวงหา"
"อ่างทอง","โพธิ์ทอง"
"อ่างทอง","ไชโย"
"อ่างทอง","ป่าโมก"
"อ่างทอง","วิเศษชัยชาญ"
"อ่างทอง","สามโก้"
"อำนาจเจริญ","เมืองอำนาจเจริญ"
"อำนาจเจริญ","เสนางคนิคม"
"อำนาจเจริญ","ชานุมาน"
"อำนาจเจริญ","ปทุมราชวงศา"
"อำนาจเจริญ","พนา"
"อำนาจเจริญ","ลืออำนาจ"
"อำนาจเจริญ","หัวตะพาน"
"อุดรธานี","เพ็ญ"
"อุดรธานี","เมืองอุดรธานี"
"อุดรธานี","โนนสะอาด"
"อุดรธานี","ไชยวาน"
"อุดรธานี","กุดจับ"
"อุดรธานี","กุมภวาปี"
"อุดรธานี","กู่แก้ว"
"อุดรธานี","ทุ่งฝน"
"อุดรธานี","นายูง"
"อุดรธานี","น้ำโสม"
"อุดรธานี","บ้านดุง"
"อุดรธานี","บ้านผือ"
"อุดรธานี","ประจักษ์ศิลปาคม"
"อุดรธานี","พิบูลย์รักษ์"
"อุดรธานี","วังสามหมอ"
"อุดรธานี","ศรีธาตุ"
"อุดรธานี","สร้างคอม"
"อุดรธานี","หนองแสง"
"อุดรธานี","หนองวัวซอ"
"อุดรธานี","หนองหาน"
"อุตรดิตถ์","เมืองอุตรดิตถ์"
"อุตรดิตถ์","ตรอน"
"อุตรดิตถ์","ทองแสนขัน"
"อุตรดิตถ์","ท่าปลา"
"อุตรดิตถ์","น้ำปาด"
"อุตรดิตถ์","บ้านโคก"
"อุตรดิตถ์","พิชัย"
"อุตรดิตถ์","ฟากท่า"
"อุตรดิตถ์","ลับแล"
"อุทัยธานี","เมืองอุทัยธานี"
"อุทัยธานี","ทัพทัน"
"อุทัยธานี","บ้านไร่"
"อุทัยธานี","ลานสัก"
"อุทัยธานี","สว่างอารมณ์"
"อุทัยธานี","หนองขาหย่าง"
"อุทัยธานี","หนองฉาง"
"อุทัยธานี","ห้วยคต"
"อุบลราชธานี","เขมราฐ"
"อุบลราชธานี","เขื่องใน"
"อุบลราชธานี","เดชอุดม"
"อุบลราชธานี","เมืองอุบลราชธานี"
"อุบลราชธานี","เหล่าเสือโก้ก"
"อุบลราชธานี","โขงเจียม"
"อุบลราชธานี","โพธิ์ไทร"
"อุบลราชธานี","กุดข้าวปุ้น"
"อุบลราชธานี","ดอนมดแดง"
"อุบลราชธานี","ตระการพืชผล"
"อุบลราชธานี","ตาลสุม"
"อุบลราชธานี","ทุ่งศรีอุดม"
"อุบลราชธานี","นาเยีย"
"อุบลราชธานี","นาจะหลวย"
"อุบลราชธานี","นาตาล"
"อุบลราชธานี","น้ำขุ่น"
"อุบลราชธานี","น้ำยืน"
"อุบลราชธานี","บุณฑริก"
"อุบลราชธานี","พิบูลมังสาหาร"
"อุบลราชธานี","ม่วงสามสิบ"
"อุบลราชธานี","วารินชำราบ"
"อุบลราชธานี","ศรีเมืองใหม่"
"อุบลราชธานี","สว่างวีระวงศ์"
"อุบลราชธานี","สำโรง"
"อุบลราชธานี","สิรินธร"
